iso2c,country,year,FP.CPI.TOTL.ZG,FR.INR.RINR,SL.UEM.TOTL.ZS,NE.GDI.TOTL.ZS,NY.GNS.ICTR.ZS,NY.GDP.PCAP.PP.CD,NY.GNP.PCAP.PP.CD,SP.DYN.LE00.IN,SL.TLF.CACT.FE.ZS,SG.GEN.PARL.ZS,SP.ADO.TFRT,SH.DYN.MORT,SH.STA.MMRT,SI.POV.DDAY,SE.XPD.TOTL.GD.ZS,EG.ELC.ACCS.ZS,EN.ATM.CO2E.PC,EG.USE.ELEC.KH.PC,EG.FEC.RNEW.ZS,SP.POP.GROW,SP.RUR.TOTL.ZS,SP.URB.TOTL.IN.ZS
RU,Russian Federation,2008,14.1107677840442,-4.9049620894464,6.21000003814697,25.5012197086864,30.0638814990687,20163.609375,19600,67.9492682926829,56.0620002746582,14,28.9984,11.2,30,0.1,4.10174989700317,100,11.5956459724526,6399.68374911202,3.31,-0.0439492591634852,26.402,73.598
RU,Russian Federation,2009,11.6473295764118,13.0799652855766,8.30000019073486,18.9263757355943,20.876203769442,19389.94140625,18760,68.6846341463415,56.201000213623,14,28.3538,10.7,27,0.1,NA,100,10.8321340724202,6095.38027602538,3.6,0.0301077605196216,26.358,73.642
RU,Russian Federation,2010,6.8493923025503,-2.95508373143389,7.36999988555908,22.6150505520224,26.2837145181733,20490.126953125,19860,68.8412195121951,55.8800010681152,14,27.7092,10.4,25,0.1,NA,100,11.3254181391469,6409.89436516487,3.34,0.0448957880908489,26.313,73.687
RU,Russian Federation,2011,8.44046485932559,-12.8569352916675,6.53999996185303,24.2607379312639,28.7575647007952,22798.673828125,22130,69.6839024390244,56.1300010681152,13.5555555555556,27.0646,10.1,23,0,NA,100,11.8849970218454,6485.759030014,3.23,0.077981777433695,26.268,73.732
RU,Russian Federation,2012,5.0747430079915,0.176416618592749,5.44000005722046,24.5536933545168,27.2441716302622,24303.47265625,23560,70.0721951219512,56.0639991760254,13.5555555555556,26.42,9.8,22,0,3.79310011863709,100,11.7020940674702,6617.1341613974,3.24,0.168305035277726,26.209,73.791
RU,Russian Federation,2013,6.75371026220953,3.93707019289954,5.46000003814697,23.2716819870194,24.2820963970257,26073.875,25170,70.5787804878049,55.7519989013672,13.5555555555556,25.2758,9.4,20,0,3.76382994651794,100,11.3770067703734,6539.20737452554,3.61,0.212950704549247,26.137,73.863
RU,Russian Federation,2014,7.82341183865503,3.39714683539547,5.15999984741211,22.3908642287739,24.5121808935619,25761.6484375,24910,70.7436585365854,55.6749992370605,13.5555555555556,24.1316,8.9,19,0,4.01387977600098,100,11.2082025675772,6602.65747938354,3.3,0.217642262118,26.05,73.95
RU,Russian Federation,2015,15.5344050528404,7.8945935741623,5.57000017166138,22.148725318159,26.3667091933687,24085.32421875,23420,71.1834146341463,55.4910011291504,13.5555555555556,22.9874,8.2,18,0,3.83402991294861,95.5,11.0520100720699,NA,3.2,0.192557946508244,25.95,74.05
RU,Russian Federation,2016,7.04244762954798,9.48435447314741,5.55999994277954,23.0954224731096,25.0134125291622,24128.0859375,23460,71.6512195121951,55.609001159668,12.6666666666667,21.8432,7.5,18,0,3.76044011116028,100,10.8874457691821,NA,3.36,0.170245238698228,25.836,74.164
RU,Russian Federation,2017,3.68332944412231,4.94560423051567,5.21000003814697,23.6067558621651,25.6686851451692,25926.443359375,25230,72.4514634146342,55.6559982299805,15.7777777777778,20.699,6.9,17,0,4.68990993499756,100,11.0351974713293,NA,3.25,0.106870569429971,25.708,74.292
